Исходные данные,Референс,Классификатор 
фильтр TJ-30-9UZL-6217 ,фильтр 86-01-7DP6-1668 ,0
датчик LZ-23-TQLE-0338 ,датчик 5T-08-KL1J-2508 ,0
эксперимент P4-39-ZROO-6414 Акустический,олово P4-39-ZROO-6414 ,1
идеализация Z1-00-XAUN-1769 Кинематический,жесткость Z1-00-XAUN-1769 Гравитационный,1
тисочки JC-88-PNOO-8091 Полупроводниковый,полумесяц JC-88-PNOO-8091 ,1
клапан 0U-81-5Z16-5797 Гидравлический,нож 0U-81-5Z16-5797 ,1
электросверло EH-04-L39C-9359 ,доска EH-04-L392-9359 ,0
лента IT-65-9EMZ-4001 Гравитационный,аттестация IT-65-9EMZ-4001 ,1
стамеска J0-87-UUT9-3058 ,стамеска 7T-98-9XV9-1197 ,0
такометр JH-76-FKRQ-8989 Безопасностный,игла JH-76-FKRQ-8989 Газодинамический,1
клещи K8-97-TGPP-5159 Исследовательский,клещи 86-62-4SWG-9016 Исследовательский,0
анализатор SQ-32-TWAV-8481 Термический,анализатор SQ-32-0WAV-8481 Термический,0
диспергирование 4C-65-HNX1-0468 Лазерный,диспергирование Q7-11-JDBP-5459 Лазерный,0
вал B4-92-MPS2-2421 ,вал XU-01-SMEG-8398 ,0
детектор NU-94-5JZR-9377 Химический,тент NU-94-5JZR-9377 Расчетный,1
катушка BJ-31-EH3P-4966 ,катушка BJ-31-EH3P-4956 ,0
тент 31-93-BW37-1127 ,тент 35-93-BW37-1127 ,0
ключ 79-49-1EQJ-2339 Конструктивный,спарка 79-49-1EQJ-2339 ,1
лента KC-83-IPG5-4767 ,лента KC-89-IPG5-4767 ,0
имитация 9D-20-3Y37-5093 Геотехнический,имитация TR-01-55TG-8105 ,0
диспергирование QU-61-9B1E-1423 Гравитационный,фонарь QU-61-9B1E-1423 ,1
датчик JT-76-C9ZS-1494 ,датчик JT-769C9ZS-1494 ,0
проточка 1E-14-DK3S-0583 ,проточка YC-04-XOSU-5206 ,0
темномер FS-67-8XXN-9606 Термический,доска FS-67-8XXN-9606 ,1
краскопульт P0-62-JBK1-8231 ,краскопульт P0-62-J6K1-8231 ,0
гидрамеханика RK-75-MZMH-2472 Ядерный,симуляция RK-75-MZMH-2472 ,1
тент KF-67-22QY-3409 Биотехнологический,тент KF-67-22QY-3409 Биотехнологический,1
катушка K0-71-CUUU-8229 ,катушка JN-30-4L68-7624 ,0
детектор HJ-45-W3EX-1068 ,детектор HJ-45-W3EX-5068 ,0
двутавр CW-33-LHKO-0619 Вибрационный,двутавр CW-33-0HKO-0619 Вибрационный,0
молоток S5-19-H27S-7006 ,молоток S5-13-H27S-7006 ,0
двигатель UP-33-WZXE-2542 ,двигатель UP-33-W0XE-2542 ,0
диспергирование 1J-05-FWRS-3361 Генетический,клещи 1J-05-FWRS-3361 ,1
гирокомпас 6J-54-CHIA-7068 Экологический,гирокомпас 6J-54-CHIA-7068 ,1
рулетка 2K-86-C92B-3475 ,рулетка 2K-86-C12B-3475 ,0
щетка RG-87-IDKH-4628 Газодинамический,расчет RG-87-IDKH-4628 Газодинамический,1
водоснабжение BT-55-LRRM-9597 Управляющий,водоснабжение BT-05-LRRM-9597 Управляющий,0
аппаратура M0-32-6MRD-7563 Вибрационный,аппаратура BI-02-L3TH-1810 Вибрационный,0
анализатор LX-40-MXF1-3832 Аэродинамический,анализатор 4Q-85-UHWR-4396 Аэродинамический,0
темномер U8-66-8PRN-0748 ,темномер HH-25-QO89-5489 ,0
щетка GX-10-RG9L-8735 ,щетка GX-60-RG9L-8735 ,0
датчик OR-53-FU2M-9754 ,датчик OR-53-FU2M-9794 ,0
анализатор WB-44-ZMMV-0620 ,анализатор 7Y-68-DZEK-5922 ,0
гвоздодер 2Y-60-XJ81-3598 ,гвоздодер Y5-51-YDO8-6269 ,0
краскопульт SG-92-UVUC-5142 Геотехнический,клещи SG-92-UVUC-5142 ,1
диспергирование RS-23-NTYB-8400 Регулирующий,диспергирование RS-23-N0YB-8400 Регулирующий,0
двигатель ZP-13-BCZP-5537 Лазерный,двигатель ZP-13-BCZ2-5537 Лазерный,0
холодильник W3-51-DWOM-4620 Механический,холодильник W3-51-DWOM-4620 Архитектурный,1
фонарь US-95-7XRG-1641 Вибрационный,переименование US-95-7XRG-1641 ,1
гирокомпас 95-91-UFCA-1812 Регулирующий,пульсометр 95-91-UFCA-1812 ,1
паяльник II-69-GHI8-1444 ,паяльник 4T-94-NBCV-0063 ,0
темномер 7V-07-HG5M-6415 ,темномер 7V-07-HG5M-8415 ,0
аргон 6Z-68-B8JK-2754 Метрологический,аргон YM-83-4QP0-4247 Метрологический,0
вихрь SU-29-N060-3355 Генетический,вихрь SU-29-N060-3355 ,1
оврископ S6-00-6YIZ-1118 Вибрационный,пилка S6-00-6YIZ-1118 ,1
реостат 5H-67-GQ1P-2357 Конструктивный,реостат ZB-54-8X7H-8172 Конструктивный,0
трапеция A3-88-XRJH-4288 ,трапеция A3-88-XR3H-4288 ,0
аттестация E4-70-RB1B-3668 ,аттестация RL-30-HK33-8242 ,0
анализатор I7-76-XMII-6069 ,анализатор I7-79-XMII-6069 ,0
тара RH-01-CBTB-0952 Газодинамический,тара RH-011CBTB-0952 Газодинамический,0
гвоздодер DX-17-ZXML-4807 Гальванический,аппаратура DX-17-ZXML-4807 Телекоммуникационный,1
каталогизация 4T-55-V9UR-4271 Сверхпроводящий,гвоздодер 4T-55-V9UR-4271 ,1
расчет HE-66-P0Q7-3365 Конструктивный,расчет 42-80-ZER6-8683 ,0
вихрь 1A-35-D3ZX-3007 Металлургический,кисточка 1A-35-D3ZX-3007 Биомедицинский,1
детектор 3Q-07-IZVR-8849 Металлургический,нож 3Q-07-IZVR-8849 Конструктивный,1
оврископ YT-16-8BLG-3870 Полупроводниковый,оврископ YT-16-8BLG-3870 ,1
пила BD-25-B4KS-4027 Автоматический,пила LX-45-RIVM-4177 Автоматический,0
пила M8-30-B5LF-0588 Нанотехнологический,фильтр M8-30-B5LF-0588 Генетический,1
ключ K7-15-68U9-2923 Химический,ключ RG-92-PN6D-6124 Биомедицинский,0
пилка 2Y-25-A9DE-8044 ,аналитика 2Y-25-A9DE-8044 ,1
гидрамеханика I4-01-VSZQ-4435 ,катушка I4-01-VSZQ-4435 ,1
пилка RE-66-CEDQ-1947 Телекоммуникационный,холодильник RE-66-CEDQ-1947 Исследовательский,1
паста Y2-99-FMS0-1314 Аэродинамический,ключ Y2-99-FMS0-1314 ,1
плоскогубцы WX-64-8HS5-8985 ,клещи WX-64-8HS5-8985 ,1
гвоздодер 25-55-S0IL-0622 Кибернетический,цанга 25-55-S0IL-0622 ,1
каталогизация EP-60-5KU5-9934 Проектировочный,каталогизация YS-78-ISLW-7520 Проектировочный,0
тренога YE-37-I1XK-9163 Ядерный,пассатижи YE-37-I1XK-9163 ,1
темномер MX-10-OKZ3-0699 Нанотехнологический,водоснабжение MX-10-OKZ3-0699 Нанотехнологический,1
двигатель 8V-21-HXNR-4155 Силовой,ассоциация 8V-21-HXNR-4155 Нанотехнологический,1
электродвигатель 37-36-34Z1-9607 Фотографический,электродвигатель 37-36-35Z1-9607 Фотографический,0
анализатор UB-66-1YV7-6606 ,гирокомпас UB-66-1YV776606 ,0
реостат 1Z-71-181P-0660 Автоматический,реостат 1Z-71-181P-0360 Автоматический,0
имитация 9V-46-3H88-9073 Безопасностный,имитация OV-68-PVOU-2190 Генетический,0
амортизация PH-45-LQ8Y-8136 Генетический,субкультура PH-45-LQ8Y-8136 ,1
антенна LQ-52-D8BZ-2524 Электрический,такометр LQ-52-D8BZ-2524 ,1
гидрамеханика F2-07-QSKI-6416 Электрический,градусник F2-07-QSKI-6416 Биомедицинский,1
двигатель SL-34-8CX3-8735 Компьютерный,пульсометр SL-34-8CX3-8735 ,1
эксперимент I1-57-ZKAG-8521 Биотехнологический,эксперимент I1-57-ZKAG-8521 ,1
датчик 4C-63-1VSV-8378 Газодинамический,цанга 4C-63-1VSV-8378 Гидравлический,1
крестовина XM-76-43E3-4449 Микробиологический,крестовина XM-76-4323-4449 Микробиологический,0
компрессор L9-12-JIVG-3416 ,компрессор L9-18-JIVG-3416 ,0
последовательность PX-40-G7PW-8757 Механический,циркуль PX-40-G7PW-8757 ,1
вихрь BG-48-5IRK-5702 Компьютерный,вихрь BG-48-5IRK-5702 ,1
анализатор WZ-05-TUE1-2632 Оптический,анализатор WZ-05-TUE1-2632 ,1
градусник W4-58-E8AE-2585 Исследовательский,градусник W1-58-E8AE-2585 Исследовательский,0
моделирование 9L-28-MHLP-5328 ,расчет 9L-287MHLP-5328 ,0
уровень AM-19-80O0-1275 Биотехнологический,уровень AM-19-80O0-1275 Биомедицинский,1
нож 8B-27-ETTB-4414 Эргономический,нож 8B-27-ETTB-4414 Радиочастотный,1
ключ J9-47-76AX-4895 Химический,ключ 3L-29-ZSH5-2607 Биомедицинский,0
опробование JJ-61-XIDA-1697 ,опробование J5-61-XIDA-1697 ,0
последовательность 6N-52-1GXY-2185 Кибернетический,диспергирование 6N-52-1GXY-2185 ,1
термометр MP-28-LPA4-7437 ,термометр MP-28-LPA4-7337 ,0
аналитика Y0-64-M83X-7528 Архитектурный,фонарь Y0-64-M83X-7528 ,1
дырокол 3A-69-A2IC-7592 Механический,дырокол 3A369-A2IC-7592 Механический,0
расчет BX-72-061N-9801 ,клещи BX-72-061N-9801 ,1
холодильник NS-92-T5HF-8819 Полупроводниковый,холодильник NS292-T5HF-8819 Полупроводниковый,0
гирокомпас TP-58-C7O4-2223 ,гирокомпас ZL-83-K0QK-2765 ,0
циркуль UQ-94-USR0-1208 Эргономический,симуляция UQ-94-USR0-1208 Метрологический,1
темномер LZ-65-ELUX-6027 Расчетный,пульсометр LZ-65-ELUX-6027 Аэродинамический,1
тент K5-83-XHKB-2772 Биотехнологический,тент K5-83-XH1B-2772 Биотехнологический,0
пилка 7F-80-UXBP-6786 ,пилка RQ-79-LB8O-0235 ,0
гирокомпас X0-33-8Q14-7649 ,гирокомпас W0-51-UDJA-4123 ,0
цилиндр TK-06-Y7OZ-8230 Гравитационный,тент TK-06-Y7OZ-8230 ,1
турбулентность E8-39-ZEKS-5684 Полупроводниковый,тиски E8-39-ZEKS-5684 ,1
аналитика 81-49-WH9D-3728 Автоматический,аналитика 81-49-WH91-3728 Автоматический,0
шуруповерт 0D-35-Q6RP-2599 Расчетный,шуруповерт 0D-35-Q6RP-2599 ,1
ключ GQ-50-Y1ME-3425 Нанотехнологический,ключ G1-50-Y1ME-3425 Нанотехнологический,0
рулетка 4N-55-PYLN-8142 ,рулетка 4N-55-PYLN38142 ,0
тиски CS-61-T6DZ-4611 ,тиски CS161-T6DZ-4611 ,0
вихрь T6-49-9C66-6852 Конструктивный,вихрь T6-49-9C66-6852 Тепловой,1
крестовина NL-88-WLYF-5043 Конструктивный,крестовина F9-18-43MJ-4159 Конструктивный,0
катушка JO-35-C277-8720 Металлургический,амортизация JO-35-C277-8720 Гравитационный,1
аттестация JB-85-6O9O-1230 Генетический,плоскогубцы JB-85-6O9O-1230 ,1
имитация MZ-04-8ZVU-5372 Газодинамический,гидростатика MZ-04-8ZVU-5372 Вибрационный,1
вихрь O0-12-Z3YC-2782 ,вихрь 4P-01-39OU-5918 ,0
аппаратура H3-26-MO5P-1421 Вибрационный,аппаратура HR-13-908L-2214 Вибрационный,0
оружие RB-56-SZN5-7379 Метрологический,оружие RB-56-SZN5-7379 ,1
амортизация RY-72-9WBN-9984 Газодинамический,плоскогубцы RY-72-9WBN-9984 ,1
двигатель YH-32-I93Z-3844 Кинематический,переименование YH-32-I93Z-3844 ,1
оружие XS-33-QF33-7821 Исследовательский,последовательность XS-33-QF33-7821 ,1
полумесяц 72-84-JD5Q-3834 Геотехнический,программатор 72-84-JD5Q-3834 ,1
циркуль KG-23-48UG-2966 Безопасностный,краскопульт KG-23-48UG-2966 Расчетный,1
симуляция LQ-78-SPEZ-1629 Управляющий,клапан LQ-78-SPEZ-1629 Аэродинамический,1
оврископ K4-98-9AIT-5508 ,оврископ ZA-90-78J1-7261 ,0
идеализация 4F-18-WXIB-7721 ,идеализация 4F-18-WX2B-7721 ,0
аналитика OR-48-RRMU-7877 ,гидростатика OR-88-RRMU-7877 ,0
идеализация XM-68-W4ZH-5135 ,лента XM-68-W4ZH-5135 ,1
гвоздодер A7-66-AMP3-7322 Полупроводниковый,гвоздодер A7-76-AMP3-7322 Полупроводниковый,0
анализатор HG-99-8UT6-3609 Механический,анализатор HG-99-8UT6-3609 ,1
турбулентность HA-80-S8BI-4083 ,рельс HA-80-S8BI-4083 ,1
бита Q0-93-9GV0-2803 Конструктивный,бита SN-16-GNQX-8137 Конструктивный,0
вихрь XT-39-LO01-3608 Автоматический,пульсометр XT-39-LO01-3608 Архитектурный,1
крюки E1-70-DI6P-2041 Тепловой,тара E1-70-DI6P-2041 ,1
бита 2W-51-NNPA-0807 ,клапан 2W-51-NNPA-0807 ,1
пила N4-79-YSPZ-9120 ,пила 63-97-Q9MM-3444 ,0
идеализация 8E-25-GI71-8109 Тепловой,идеализация 8E-25-GI71-8129 Тепловой,0
клапан H0-44-Q12A-5756 ,клапан I0-53-ZAKT-2228 ,0
моделирование MH-90-15L3-1672 ,гвоздодер MH-90-15L3-1672 ,1
двигатель VE-13-OUU2-1341 ,двигатель ZP-54-XAO0-6238 ,0
катушка WY-37-DAZ2-0392 Кибернетический,анализатор WY-37-DAZ2-0392 ,1
вал WV-26-RAAK-4814 Тепловой,трапеция WV-26-RAAK-4814 Аэродинамический,1
катушка VQ-59-1O0D-1297 ,катушка DA-15-Q2OZ-7011 ,0
водоснабжение 2P-79-U79I-2042 Пневматический,двутавр 2P-79-U79I-2042 ,1
катушка 3S-59-V7PU-6588 ,катушка 3S-59-37PU-6588 ,0
электродвигатель UU-86-HMOC-6748 Оптический,электродвигатель I9-67-F7OI-7857 Аэродинамический,0
проточка WY-15-R51W-7547 ,проточка WY-157R51W-7547 ,0
аналитика 7Z-29-A97P-0413 Кинематический,аналитика A3-02-03C1-6602 Кинематический,0
кисточка SU-48-Q2Y8-3178 Робототехнический,кисточка SU-48-Q2Y8-3178 Конструктивный,1
ключ SQ-72-CD97-4681 Ядерный,ключ SQ-720CD97-4681 Ядерный,0
последовательность T7-85-9926-3149 Оптический,энтузиазм T7-85-9926-3149 ,1
лента Z8-35-1CVR-2484 ,лента 30-48-37NE-7721 ,0
субкультура 3Y-43-ZZ8O-6554 Телекоммуникационный,субкультура 3Y-43-ZZ8O-6554 ,1
краскопульт 4D-43-KAK4-8418 Механический,диспергирование 4D-43-KAK4-8418 ,1
каталогизация LK-83-01KP-2329 ,каталогизация 9K-83-01KP-2329 ,0
холодильник 74-71-NK9P-7047 ,холодильник 74-71-4K9P-7047 ,0
щетка IP-29-4KRQ-5568 ,щетка YD-82-6JPD-0437 ,0
цилиндр 1J-37-OO6O-0828 Архитектурный,пульсометр 1J-37-OO6O-0828 Архитектурный,1
аппаратура DA-58-9PRU-2981 ,аппаратура DA-58-9PRU-2931 ,0
аппаратура BM-93-T6T3-3956 Энергетический,аппаратура BM-63-T6T3-3956 Энергетический,0
циркуль 5D-59-NFOW-9025 Пневматический,рулетка 5D-59-NFOW-9025 ,1
жесткость 0W-68-MZWN-9085 Радиотехнический,жесткость 0W-68-MZWN-9085 ,1
молоток 4K-20-E5JF-1156 ,молоток 4K-20-E5JF-1166 ,0
аттестация 46-27-54DX-2828 Термический,аттестация J5-85-HVPP-9279 Термический,0
рельс KT-30-A9GM-2521 Лазерный,рельс KT-30-A9GM-2561 Лазерный,0
клещ 4A-72-7ZPB-8409 ,клещ SY-30-U269-6994 ,0
спарка AE-26-WR6U-3620 Проектировочный,последовательность AE-26-WR6U-3620 ,1
нож ZC-88-Q2OL-6858 Ядерный,проточка ZC-88-Q2OL-6858 ,1
имитация M5-97-NKG0-1500 Проектировочный,краскопульт M5-97-NKG0-1500 ,1
дырокол 0O-62-B9AI-3804 Лазерный,щетка 0O-62-B9AI-3804 Акустический,1
переименование BB-35-1X06-3880 ,переименование DT-79-I76L-2059 ,0
катушка 4O-67-XZW4-3683 Экологический,катушка 9Y-34-3RSF-5268 Экологический,0
тисочки EO-08-8EVR-0018 Тепловой,тисочки EO-08-8EVR-0018 Технический,1
анализатор HB-18-VWJZ-9163 Лазерный,электросверло HB-18-VWJZ-9163 Лазерный,1
датчик 06-67-FO95-2888 Проектировочный,крестовина 06-67-FO95-2888 ,1
программатор NN-56-6VZJ-3103 ,программатор 7T-19-GKBD-6377 ,0
плоскогубцы J0-88-MDZS-7613 ,плоскогубцы J0-88-MDZS-7913 ,0
цанга N4-56-7BOS-1115 Металлургический,имитация N4-56-7BOS-1115 ,1
бита 6S-48-RGGA-6173 ,бита 6S-48-RGG2-6173 ,0
холодильник 17-91-XY9O-7328 Кинематический,холодильник W5-73-DLRD-3200 Кинематический,0
аттестация 7Q-16-FLMM-8870 Телекоммуникационный,аттестация 5G-41-B3B2-5812 Кинематический,0
дырокол Z6-16-TXQU-3904 ,дырокол Z6-16-TXQ6-3904 ,0
реостат QV-04-8SR5-9156 ,реостат QW-09-LCEO-2540 ,0
аппаратура TE-00-328T-1777 Полупроводниковый,аппаратура LG-96-QWNY-2315 Полупроводниковый,0
аргон KN-29-QU3L-9344 Нанотехнологический,аттестация KN-29-QU3L-9344 Ядерный,1
настой 5R-24-W3DA-6144 Расчетный,игла 5R-24-W3DA-6144 Вибрационный,1
антенна FU-77-V9RU-8115 Проектировочный,ассоциация FU-77-V9RU-8115 Аэродинамический,1
плоскогубцы WX-84-H81L-6684 Биотехнологический,доска WX-84-H81L-6684 ,1
клапан B4-36-PORM-5037 ,клапан NW-94-A6F8-3990 ,0
гидростатика MC-15-WBG7-3795 ,гидростатика 46-24-FGQW-2966 ,0
уровень KG-19-59CX-1430 Компьютерный,уровень KG-19-49CX-1430 Компьютерный,0
симуляция JG-65-RVO4-9229 Сверхпроводящий,шкала JG-65-RVO4-9229 Сверхпроводящий,1
доска 7R-93-3VMJ-7157 ,гидрамеханика 7R-93-3VMJ07157 ,0
тренога XZ-72-71B9-4864 Регулирующий,тренога XZ-72-71B9-4864 ,1
анализатор T4-07-MWEB-0363 Кибернетический,анализатор CD-81-QDOC-9147 Кибернетический,0
шкала BR-14-ZS05-6368 ,шкала LH-60-R1XK-9044 ,0
пилка 8V-96-YXG0-5141 Регулирующий,пилка T2-02-RHSR-5969 Регулирующий,0
рычаг G4-30-GT33-5001 Криогенный,шпатель G4-30-GT33-5001 Криогенный,1
проточка O4-07-916R-4603 Радиочастотный,нож O4-07-916R-4603 ,1
расчет 8P-10-HU3Z-6370 Генетический,идеализация 8P-10-HU3Z-6370 ,1
анализатор L6-22-IHNP-6558 ,анализатор L6-22-I3NP-6558 ,0
рычаг RX-43-7MU8-4869 Аэродинамический,рычаг YV-10-GKI1-4040 Аэродинамический,0
спарка SE-29-544P-0858 Геотехнический,симуляция SE-29-544P-0858 Аэродинамический,1
турбулентность CM-42-8I3K-1118 Биотехнологический,турбулентность CM-42-8I3K-1118 Регулирующий,1
оружие 0I-21-B939-2338 ,тара 0I-21-B939-2338 ,1
щетка Y9-03-WLC4-4937 Радиолокационный,амортизация Y9-03-WLC4-4937 ,1
переименование 2N-82-OC6Q-0268 ,переименование 2N-82-OC6Q-0268 ,1
шпатель 4V-07-C5MR-8265 Термический,шпатель 4V-07-65MR-8265 Термический,0
детектор 1J-59-5T74-7624 Гидравлический,реостат 1J-59-5T74-7624 Радиотехнический,1
клапан 9Q-76-ZFAM-2972 ,детектор 9Q-76-ZFAM-2972 ,1
оврископ C4-58-3GXN-8557 Робототехнический,оврископ NT-39-TL7T-2096 Робототехнический,0
структурирование 6Q-97-LYLP-3923 Архитектурный,структурирование 6Q-97-LYLP-3923 ,1
лента 50-92-6MXS-9301 Радиочастотный,лента 8F-70-SF67-3315 Радиочастотный,0
уровень QU-71-TP3V-6412 ,уровень R4-71-342U-0389 ,0
игла Q6-74-9KTH-0140 Нанотехнологический,игла YV-59-I9HG-7549 Нанотехнологический,0
настой MQ-73-SAT8-8020 Кибернетический,настой 5Z-39-3152-7502 Кибернетический,0
фильтр A4-37-UZ7W-5366 Безопасностный,клещ A4-37-UZ7W-5366 ,1
плоскогубцы GP-05-JE33-7200 Конструктивный,кисточка GP-05-JE33-7200 Робототехнический,1
электродвигатель 7B-77-8OW5-1978 Биотехнологический,сварка 7B-77-8OW5-1978 Биотехнологический,1
термометр YJ-96-OM7O-7565 Телекоммуникационный,термометр YJ-96-OM7O-7565 Телекоммуникационный,1
такометр 6H-84-P85O-9545 ,такометр 31-54-ZRLD-2872 ,0
фильтр AZ-08-1JFU-5936 ,фильтр AZ-08-1JFU-5966 ,0
электродвигатель BK-27-ONZY-6329 Пневматический,структурирование BK-27-ONZY-6329 Сверхпроводящий,1
якорь 3T-59-LKT4-9349 ,темномер 3T-59-LKT4-9349 ,1
цилиндр CA-63-AF5F-3858 ,цилиндр 5Z-30-JOYU-2464 ,0
переименование RQ-40-YJVQ-1831 Энергетический,переименование RQ-40-YJVQ-1831 ,1
темномер XU-96-ZMGI-2576 ,темномер NI-92-U9N1-1021 ,0
компрессор LM-41-6RB3-0236 Силовой,компрессор LM-41-6RB3-0246 ,0
настой OQ-37-SMFY-3001 Химический,тиски OQ-37-SMFY-3001 ,1
настой U9-70-5O6S-7444 Электрический,рычаг U9-70-5O6S-7444 ,1
фонарь YQ-15-3BTQ-0292 ,фонарь YQ-15-3BTQ-0292 ,1
энтузиазм JH-59-JU0P-0831 ,энтузиазм JH-59-JU0P-0431 ,0
фильтр 59-98-LAIU-6432 Пневматический,фильтр WV-08-Y3HG-0913 Пневматический,0
эксперимент U7-71-MRZP-7047 Криогенный,аргон U7-71-MRZP-7047 ,1
реостат 3B-72-Q3DD-3311 ,реостат 3B372-Q3DD-3311 ,0
доска 58-31-9KIT-0081 ,доска 58131-9KIT-0081 ,0
цилиндр XA-71-NT1M-7822 ,цилиндр XA-71-7T1M-7822 ,0
электродвигатель 2U-12-VL37-9026 ,электродвигатель 2U212-VL37-9026 ,0
водоснабжение WV-82-WOXM-1745 Генетический,оврископ WV-82-WOXM-1745 ,1
олово VE-14-FW5U-5454 Гидравлический,аналитика VE-14-FW5U-5454 ,1
антенна 2A-28-EXLC-7924 Исследовательский,паста 2A-28-EXLC-7924 ,1
имитация 5M-73-J4QM-8160 ,имитация 4M-03-O8YO-2034 ,0
амортизация U7-60-7UCM-5082 Нанотехнологический,амортизация HC-39-WJL0-8361 Нанотехнологический,0
крюки 3Y-09-O2L0-1132 ,крюки DD-84-OY3K-6763 ,0
доска W4-40-KWOD-3484 ,доска W4-40-KW7D-3484 ,0
клапан CV-84-CU8P-6792 Регулирующий,клапан CV-84-CU8P-6792 Проектировочный,1
термометр YG-15-PJK3-6031 ,энтузиазм SV-25-2GQL-0380 ,0
клещ W9-29-5QZV-2103 Металлургический,гидростатика W9-29-5QZV-2103 Металлургический,1
бита L7-04-AYWZ-8120 ,аттестация L7-04-AYWZ-8120 ,1
последовательность 5W-32-HYP4-6108 Гидравлический,последовательность 5W-32-HYP4-6208 Гидравлический,0
симуляция KG-15-Y83W-7901 Биотехнологический,рельс KG-15-Y83W-7901 ,1
гвоздодер QV-72-1ZX7-6719 ,нож QV-72-1ZX7-6719 ,1
цанга AI-46-4BWS-3078 Геотехнический,цанга AI-46-4BWS-3028 Геотехнический,0
циркуль 9R-72-5KOH-3104 ,циркуль 97-72-5KOH-3104 ,0
такометр W0-56-70ZT-6286 ,детектор W0-56-70ZT-6286 ,1
диспергирование F3-56-K57A-0835 Химический,программатор F3-56-K57A-0835 ,1
амортизация F2-21-0JXA-5545 Кибернетический,амортизация B9-40-MW7H-4325 Акустический,0
датчик EQ-91-YY5H-8742 Лазерный,датчик 8C-30-OOUG-7436 Лазерный,0
электросверло 19-83-DY78-9619 ,электросверло 19-83-DY78-9699 ,0
аргон PH-44-U472-4367 Лазерный,аргон PH-14-U472-4367 Лазерный,0
турбулентность DD-05-2RT5-8359 Конструктивный,турбулентность DD-05-22T5-8359 Конструктивный,0
эксперимент NP-08-JY5G-0360 Биотехнологический,электросверло NP-08-JY5G-0360 ,1
молоток ZA-17-K1OK-5232 Нанотехнологический,клещи ZA-17-K1OK-5232 ,1
нож TZ-54-EA6W-5208 Нанотехнологический,анализатор TZ-54-EA6W-5208 ,1
ключ QC-01-JX94-2214 ,ключ NR-95-BX1L-6458 ,0
антенна 07-08-SKWC-1600 ,антенна EN-34-1F1P-1285 ,0
аргон 1L-47-DYA0-7123 ,аргон JQ-16-FRDX-7153 ,0
гидрамеханика M8-32-IRJU-9520 ,гидрамеханика TU-76-438C-7519 ,0
спарка QH-90-EL2G-1678 ,спарка HY-64-ETII-9574 ,0
опробование GL-50-MOZX-1007 ,опробование NP-03-T6XF-4429 ,0
полумесяц P1-39-37IE-6734 Кибернетический,полумесяц P1-39-37IE-6734 Регулирующий,1
аргон YQ-53-U62O-3810 ,аргон YQ-50-U62O-3810 ,0
ключ JU-74-M3HM-9554 Биомедицинский,ключ R5-65-K67U-6408 Биомедицинский,0
лента DI-58-R4X7-5611 ,лента DI-08-R4X7-5611 ,0
клещ YV-02-DOSM-2485 Генетический,клещ YV-02-D8SM-2485 Генетический,0
пила SE-48-SFOX-3649 Силовой,пила SE648-SFOX-3649 Силовой,0
шкала SP-25-DDZ7-1833 Нанотехнологический,имитация SP-25-DDZ7-1833 ,1
кисточка CN-97-QOX4-3981 Полупроводниковый,имитация CN-97-QOX4-3981 ,1
цанга 1S-51-70K5-5139 Биомедицинский,молоток 1S-51-70K5-5139 ,1
станция 09-66-9OGE-7553 ,станция 79-66-9OGE-7553 ,0
полумесяц IN-10-Y82P-9481 ,полумесяц IN-10-Y82P-9481 ,1
гидростатика AX-19-82MN-0552 Управляющий,гидростатика SA-25-V999-1334 Управляющий,0
кисточка PV-10-ML5E-0648 ,тара QZ-67-UIXZ-9052 ,0
термометр S7-20-IKLT-9319 Телекоммуникационный,рулетка S7-20-IKLT-9319 ,1
спарка IM-26-XWP7-1450 Тепловой,спарка IM-26-XWP7-1450 Технический,1
уровень GQ-56-FH8V-8386 Архитектурный,паяльник GQ-56-FH8V-8386 Металлургический,1
дырокол QC-37-IBBD-9707 ,дырокол QC-37-IBBD19707 ,0
игла OQ-87-E440-4496 Кинематический,уровень OQ-87-E440-4496 Оптический,1
тара AH-90-LMB4-5678 ,тара 3N-96-ILUB-8863 ,0
симуляция SJ-53-TQJ7-3094 ,симуляция E4-85-HSZO-1660 ,0
стамеска BH-05-LH1X-0676 ,структурирование BH-05-LH1X-0676 ,1
катушка SV-13-SVWC-9200 Управляющий,катушка 9V-13-SVWC-9200 Управляющий,0
аппаратура 3J-71-B6YB-7184 ,аппаратура 3J-71-B6YB-7184 ,1
клещи IR-78-45JH-7563 Микробиологический,клещи IR-78-45JH-7593 Микробиологический,0
диспергирование KL-32-CGKK-5243 ,диспергирование KL-32-CGKK75243 ,0
гидрамеханика CH-42-Z7DZ-7330 Телекоммуникационный,пилка CH-42-Z7DZ-7330 ,1
датчик IY-47-SWFC-1944 ,датчик IY-47-SWF2-1944 ,0
рулетка FK-98-PDXJ-6276 Радиотехнический,рулетка FK-98-PDXJ-6276 ,1
шкала 94-92-5YGG-9377 Технический,шкала 94-92-5YGG69377 Технический,0
цанга R6-27-F3P1-7488 ,цанга R6-278F3P1-7488 ,0
аттестация KL-06-GSPF-9023 Безопасностный,аттестация KL806-GSPF-9023 Телекоммуникационный,0
плоскогубцы GS-51-T7UT-5908 Электрический,плоскогубцы GS-51-27UT-5908 Электрический,0
гидростатика 0S-36-Y802-4835 ,пила 0S-36-Y802-3835 ,0
оврископ VL-95-V6AN-7301 ,врезка VL-95-V6AN-7301 ,1
